"RI","Method","K"
1,"MAGMAclust",9
1,"MAGMAclust",9
0.535706031892766,"MAGMAclust",9
1,"MAGMAclust",9
0.942337745476455,"MAGMAclust",9
1,"MAGMAclust",9
0.845109898215076,"MAGMAclust",9
0.766745272655369,"MAGMAclust",9
0.968229562253385,"MAGMAclust",9
0.674039580908033,"MAGMAclust",9
1,"MAGMAclust",9
0.656881967396785,"MAGMAclust",9
1,"MAGMAclust",9
1,"MAGMAclust",9
0.569722514927994,"MAGMAclust",9
0.690171480600941,"MAGMAclust",9
0.912406149445835,"MAGMAclust",9
0.903750962490375,"MAGMAclust",9
1,"MAGMAclust",9
0.791263024366847,"MAGMAclust",9
0.553580998520869,"MAGMAclust",9
0.446591547089008,"MAGMAclust",9
1,"MAGMAclust",9
1,"MAGMAclust",9
1,"MAGMAclust",9
0.590163934426229,"MAGMAclust",9
0.855651881154785,"MAGMAclust",9
1,"MAGMAclust",9
1,"MAGMAclust",9
1,"MAGMAclust",9
0.461768475010679,"MAGMAclust",9
0.533167348390539,"MAGMAclust",9
1,"MAGMAclust",9
1,"MAGMAclust",9
0.922745102985508,"MAGMAclust",9
1,"MAGMAclust",9
1,"MAGMAclust",9
0.909131370076404,"MAGMAclust",9
0.837572526553063,"MAGMAclust",9
0.904037886340977,"MAGMAclust",9
1,"MAGMAclust",9
0.7534516765286,"MAGMAclust",9
1,"MAGMAclust",9
0.516261511001595,"MAGMAclust",9
0.955788796766266,"MAGMAclust",9
0.937677156770114,"MAGMAclust",9
0.945075967036613,"MAGMAclust",9
0.195666447800394,"MAGMAclust",9
1,"MAGMAclust",9
0.837463414634146,"MAGMAclust",9
1,"MAGMAclust",9
0.625250470348899,"MAGMAclust",9
0.96842213801459,"MAGMAclust",9
1,"MAGMAclust",9
0.950831252859815,"MAGMAclust",9
0.804311739906514,"MAGMAclust",9
0.665620308448205,"MAGMAclust",9
0.734837005930993,"MAGMAclust",9
0.803229709904372,"MAGMAclust",9
0.516694870635201,"MAGMAclust",9
0.851638267544881,"MAGMAclust",9
0.851113765428218,"MAGMAclust",9
0.982552342971087,"MAGMAclust",9
0.609304582957776,"MAGMAclust",9
0.899444550852327,"MAGMAclust",9
0.885504141263085,"MAGMAclust",9
0.826111232031494,"MAGMAclust",9
0.803226594964556,"MAGMAclust",9
0.797163042278397,"MAGMAclust",9
1,"MAGMAclust",9
0.30367658761738,"MAGMAclust",9
0.638269599881884,"MAGMAclust",9
0.892336815062705,"MAGMAclust",9
1,"MAGMAclust",9
0.883107898566283,"MAGMAclust",9
0.718875502008032,"MAGMAclust",9
0.0531758536550406,"MAGMAclust",9
0.96844003606853,"MAGMAclust",9
0.933888948853561,"MAGMAclust",9
1,"MAGMAclust",9
0.922731990389522,"MAGMAclust",9
0.688187820983125,"MAGMAclust",9
0.559741235665044,"MAGMAclust",9
0.830477982895574,"MAGMAclust",9
1,"MAGMAclust",10
1,"MAGMAclust",10
1,"MAGMAclust",10
0.736904903949409,"MAGMAclust",10
0.358184115634727,"MAGMAclust",10
0.637724019636837,"MAGMAclust",10
1,"MAGMAclust",10
0.947431661159507,"MAGMAclust",10
1,"MAGMAclust",10
0.920239433624016,"MAGMAclust",10
0.653465346534653,"MAGMAclust",10
0.891676320001415,"MAGMAclust",10
0.932543751683616,"MAGMAclust",10
0.780937052932761,"MAGMAclust",10
0.626306293742864,"MAGMAclust",10
0.934514020131632,"MAGMAclust",10
0.734712761349766,"MAGMAclust",10
0.664003258150224,"MAGMAclust",10
0.914553990610329,"MAGMAclust",10
1,"MAGMAclust",10
